Invoice number	5306086325																
Invoice date	6/30/25																
Due date																	
Billing ID	7541-9412-8681																
Billing account ID	01075F-52A925-744C3F																
Currency	HKD																
Currency exchange rate	7.8381																
Total amount due	$0.00 																
Billing account name	Billing account ID	Project name	Project ID	Project hierarchy	Service description	Service ID	SKU description	SKU ID	Consumption model description	Credit type	Cost type	Usage start date	Usage end date	Usage amount	Usage unit	Unrounded Cost ($)	Cost ($)
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Gemini API	AEFD-7695-64FA	Generate content input token count Gemini 2.5 Pro Experimental short input text	CE01-26A8-E03A	Default		Usage	6/9/25	6/9/25	8	count	0.000077	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Inter Region Data Transfer Out from APAC to Virginia	4A5C-C2EE-79E2	Default		Usage	6/9/25	6/30/25	0	gibibyte	0.000059	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Licensing Fee for Debian 12 Bookworm	7DA4-2B85-2064	Default		Usage	6/9/25	6/30/25	353.804	hour	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Internet Data Transfer In from EMEA to APAC	01C0-FA36-23A3	Default		Usage	6/9/25	6/30/25	0.017	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Data Transfer In via Carrier Peering Network - APAC Based	0B29-DA5B-5E84	Default		Usage	6/9/25	6/30/25	3.093	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Taiwan	1594-EACD-A2CE	Default		Usage	6/9/25	6/30/25	3.408	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Data Transfer In from Google Services from APAC to APAC	212E-B31F-3BF6	Default		Usage	6/9/25	6/30/25	49.913	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Internet Data Transfer In from Middle East to APAC	21AA-9EF5-3222	Default		Usage	6/9/25	6/30/25	0.001	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Internet Data Transfer In from Americas to APAC	8D01-E35C-5591	Default		Usage	6/9/25	6/30/25	19.139	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Internet Data Transfer In from South America to APAC	9643-9962-51A1	Default		Usage	6/9/25	6/30/25	0.003	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Inter Region Data Transfer In from London to APAC	9766-5A62-E7B4	Default		Usage	6/9/25	6/30/25	0.001	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Inter Region Data Transfer In from Americas to APAC	9BA1-9419-FD45	Default		Usage	6/9/25	6/30/25	0.109	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Data Transfer to Google Services from APAC to APAC	B232-93AF-6910	Default		Usage	6/9/25	6/30/25	61.823	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	External IP Charge on a Standard VM	C054-7F72-A02E	Default		Usage	6/9/25	6/30/25	353.789	hour	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Internet Data Transfer In from Australia to APAC	C27D-20B2-F46D	Default		Usage	6/9/25	6/30/25	0.002	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Inter Zone Data Transfer In	D0CC-50DF-59D2	Default		Usage	6/9/25	6/30/25	0.003	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Internet Data Transfer In from China to APAC	D23A-B2E0-665A	Default		Usage	6/9/25	6/30/25	0.014	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Inter Region Data Transfer In from Finland to APAC	E4A1-1937-0987	Default		Usage	6/9/25	6/30/25	0.001	gibibyte	0	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Gemini API	AEFD-7695-64FA	Generate content input token count Gemini 2.5 Pro Experimental short input text	CE01-26A8-E03A		PROMOTION	Usage	6/9/25	6/9/25			-0.000077	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Gemini API	AEFD-7695-64FA	Generate content output token count Gemini 2.5 Pro Experimental short input text	7876-BA4E-1F98		PROMOTION	Usage	6/9/25	6/9/25			-0.002428	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Gemini API	AEFD-7695-64FA	GenerateContent text input token count for Gemini 2.0 Flash	96EA-8692-BEAE		PROMOTION	Usage	6/9/25	6/30/25			-0.004367	0
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Data Transfer Out via Carrier Peering Network - APAC Based	9428-46F3-3796		PROMOTION	Usage	6/9/25	6/30/25			-0.007055	-0.01
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Gemini API	AEFD-7695-64FA	GenerateContent text output token count for Gemini 2.0 Flash	2F6F-C249-0F1B		PROMOTION	Usage	6/9/25	6/30/25			-0.042831	-0.04
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Internet Data Transfer Out from APAC to China	095B-F9A9-8693		PROMOTION	Usage	6/9/25	6/30/25			-0.071394	-0.07
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Internet Data Transfer Out from APAC to EMEA	F91A-E0CA-2AED		PROMOTION	Usage	6/9/25	6/30/25			-0.099362	-0.1
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Gemini API	AEFD-7695-64FA	Generate content output token count gemini 2.5 flash short output text non-thinking	6EDB-2409-6348		PROMOTION	Usage	6/9/25	6/28/25			-0.106447	-0.11
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Internet Data Transfer Out from APAC to Americas	16CF-89EF-CC17		PROMOTION	Usage	6/9/25	6/30/25			-2.014062	-2.01
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Networking	E505-1604-58F8	Network Intelligence Center Internet to Google Cloud Performance Resource Hours	BDBA-22FA-3925		SPENDING_BASED_DISCOUNT	Usage	6/9/25	6/30/25			-2.26347	-2.26
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Networking	E505-1604-58F8	Network Intelligence Center Network Analyzer Resource Hours	9BF8-CD36-F9B8		SPENDING_BASED_DISCOUNT	Usage	6/9/25	6/30/25			-3.112181	-3.11
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Networking	E505-1604-58F8	Network Intelligence Center Topology and Google Cloud Performance Resource Hours	D9AD-28F8-05D8		SPENDING_BASED_DISCOUNT	Usage	6/9/25	6/30/25			-3.112181	-3.11
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Network Internet Data Transfer Out from Taiwan to Apac(Excluding Korea and Indonesia)	39C4-C178-DBED		PROMOTION	Usage	6/9/25	6/30/25			-3.670137	-3.67
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Gemini API	AEFD-7695-64FA	Generate content input token count gemini 2.5 flash short input text	981A-C057-0BF9		PROMOTION	Usage	6/9/25	6/30/25			-8.159802	-8.16
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	VM Manager	5E18-9A83-2867	VM Manager Usage (Cloud Ops)	210B-55F7-AA37		SPENDING_BASED_DISCOUNT	Usage	6/9/25	6/30/25			-8.488554	-8.49
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Multi-regional Snapshot upload within Asia	65C4-5F7D-ED7E		PROMOTION	Usage	6/9/25	6/30/25			-43.910051	-43.91
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	G2 Instance Ram running in Taiwan	3F9F-441A-EA47		PROMOTION	Usage	6/9/25	6/20/25			-173.1337	-173.13
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	G2 Instance Core running in Taiwan	60FF-EC3A-2E13		PROMOTION	Usage	6/9/25	6/20/25			-369.459902	-369.46
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Nvidia L4 GPU running in Taiwan	EDE5-960E-2433		PROMOTION	Usage	6/9/25	6/20/25			-517.444515	-517.44
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Balanced PD Capacity	6AE1-525F-8B80	Default		Usage	6/1/25	6/30/25	263.105	gibibyte month	206.222438	206.22
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Storage PD Snapshot in Asia	6E69-DD68-8DCA	Default		Usage	6/1/25	6/30/25	38.879	gibibyte month	25.2923	25.29
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Storage PD Snapshot in Asia	6E69-DD68-8DCA		PROMOTION	Usage	6/1/25	6/30/25			-25.2923	-25.29
My Billing Account	01075F-52A925-744C3F	FNTX AI	fabled-cocoa-443004-n3	bearhedge.com	Compute Engine	6F81-5844-456A	Balanced PD Capacity	6AE1-525F-8B80		PROMOTION	Usage	6/1/25	6/30/25			-206.222438	-206.22
											Total					0	0
